lat,lon,date,website
39.084034,-76.598578,1982-11-??,http://www.bfro.net/GDB/show_report.asp?id=3602
41.280699,-79.110808,1982-11-??,http://www.bfro.net/GDB/show_report.asp?id=1134
40.215712,-84.191435,1982-11-??,http://www.bfro.net/GDB/show_report.asp?id=841
47.378454,-121.351039,1982-11-26,http://www.bfro.net/GDB/show_report.asp?id=956
37.505865,-104.676336,1982-12-??,http://www.bfro.net/GDB/show_report.asp?id=1371
32.791745,-97.841087,1982-12-??,http://www.bfro.net/GDB/show_report.asp?id=9810
38.842335,-120.032478,1983-01-01,http://www.bfro.net/GDB/show_report.asp?id=6746
38.348958,-82.832952,1983-01Win,http://www.bfro.net/GDB/show_report.asp?id=1850
35.252742,-82.287272,1983-04-1?,http://www.bfro.net/GDB/show_report.asp?id=3332
40.047569,-83.560782,1983-04Spr,http://www.bfro.net/GDB/show_report.asp?id=5311
37.092075,-104.399713,1983-04Spr,http://www.bfro.net/GDB/show_report.asp?id=5608
46.064987,-64.784436,1983-05-??,http://www.bfro.net/GDB/show_report.asp?id=1482
42.445507,-73.670708,1983-05-??,http://www.bfro.net/GDB/show_report.asp?id=5245
35.992402,-106.881338,1983-05-??,http://www.bfro.net/GDB/show_report.asp?id=8409
55.109482,-128.132833,1983-07-??,http://www.bfro.net/GDB/show_report.asp?id=3041
49.604988,-123.503018,1983-07-??,http://www.bfro.net/GDB/show_report.asp?id=2423
45.563393,-88.782875,1983-07-??,http://www.bfro.net/GDB/show_report.asp?id=5244
40.098467,-74.256404,1983-07-??,http://www.bfro.net/GDB/show_report.asp?id=7437
34.956908,-111.756684,1983-07-??,http://www.bfro.net/GDB/show_report.asp?id=7776
42.033691,-94.350652,1983-07-15,http://www.bfro.net/GDB/show_report.asp?id=2264
41.066101,-81.304770,1983-07Sum,http://www.bfro.net/GDB/show_report.asp?id=4969
31.729889,-95.556510,1983-07Sum,http://www.bfro.net/GDB/show_report.asp?id=8909
32.267790,-94.862673,1983-07Sum,http://www.bfro.net/GDB/show_report.asp?id=6007
29.886729,-94.828822,1983-08-??,http://www.bfro.net/GDB/show_report.asp?id=9169
34.378409,-80.709734,1983-08-??,http://www.bfro.net/GDB/show_report.asp?id=546
45.520220,-121.531244,1983-08-??,http://www.bfro.net/GDB/show_report.asp?id=672
42.361742,-73.224480,1983-08-23,http://www.bfro.net/GDB/show_article.asp?id=414
42.515261,-111.124212,1983-09-??,http://www.bfro.net/GDB/show_report.asp?id=1796
42.943840,-85.381572,1983-09-??,http://www.bfro.net/GDB/show_report.asp?id=805
48.389626,-93.429771,1983-10-??,http://www.bfro.net/GDB/show_report.asp?id=1059
41.988459,-83.669920,1983-10-??,http://www.bfro.net/GDB/show_report.asp?id=811
37.988148,-120.346312,1983-10-25,http://www.bfro.net/GDB/show_report.asp?id=1919
39.936333,-80.052016,1983-10Aut,http://www.bfro.net/GDB/show_report.asp?id=3567
41.793880,-124.070290,1983-10Aut,http://www.bfro.net/GDB/show_report.asp?id=1549
36.281834,-78.230259,1983-11-??,http://www.bfro.net/GDB/show_report.asp?id=7246
26.307063,-81.789126,1983-11-??,http://www.bfro.net/GDB/show_report.asp?id=607
34.953861,-86.452615,1983-11-15,http://www.bfro.net/GDB/show_report.asp?id=416
30.436834,-93.952065,1983-12-??,http://www.bfro.net/GDB/show_report.asp?id=10506
40.058403,-82.287338,1984-01-15,http://www.bfro.net/GDB/show_report.asp?id=8236
45.782433,-122.504264,1984-01-15,http://www.bfro.net/GDB/show_report.asp?id=2744
47.238979,-122.904353,1984-01Win,http://www.bfro.net/GDB/show_report.asp?id=9168
36.992340,-81.082240,1984-04-??,http://www.bfro.net/GDB/show_report.asp?id=2285
33.879164,-93.236221,1984-04-??,http://www.bfro.net/GDB/show_report.asp?id=3519
46.993160,-122.791734,1984-05-??,http://www.bfro.net/GDB/show_report.asp?id=1683
38.541241,-105.112702,1984-06-??,http://www.bfro.net/GDB/show_report.asp?id=6737
27.717819,-82.462621,1984-06-??,http://www.bfro.net/GDB/show_report.asp?id=1061
28.327346,-82.515191,1984-06-??,http://www.bfro.net/GDB/show_report.asp?id=737
39.759307,-92.903713,1984-06-15,http://www.bfro.net/GDB/show_report.asp?id=7766
46.181594,-123.057825,1984-07-??,http://www.bfro.net/GDB/show_report.asp?id=940
39.443750,-81.529663,1984-07-04,http://www.bfro.net/GDB/show_report.asp?id=4073
48.764813,-117.418882,1984-07-08,http://www.bfro.net/GDB/show_report.asp?id=898
48.103638,-124.602615,1984-07-18,http://www.bfro.net/GDB/show_report.asp?id=930
45.890687,-89.699617,1984-07Sum,http://www.bfro.net/GDB/show_report.asp?id=2792
45.083883,-122.486754,1984-08-??,http://www.bfro.net/GDB/show_report.asp?id=7662
44.177656,-123.987354,1984-08-17,http://www.bfro.net/GDB/show_report.asp?id=5529
39.033308,-119.846470,1984-09-1?,http://www.bfro.net/GDB/show_report.asp?id=5909
47.295542,-121.880239,1984-10-??,http://www.bfro.net/GDB/show_report.asp?id=1382
29.858179,-81.332857,1984-10-15,http://www.bfro.net/GDB/show_report.asp?id=1003
48.848648,-121.681650,1984-10-20,http://www.bfro.net/GDB/show_report.asp?id=3518
41.377580,-80.499940,1984-10Aut,http://www.bfro.net/GDB/show_report.asp?id=3584
46.030569,-122.647852,1984-10Aut,http://www.bfro.net/GDB/show_report.asp?id=406
44.548702,-73.164751,1984-11-??,http://www.bfro.net/GDB/show_report.asp?id=1178
45.249081,-121.483968,1984-11-??,http://www.bfro.net/GDB/show_report.asp?id=699
40.100784,-79.225999,1984-11-0?,http://www.bfro.net/GDB/show_report.asp?id=3571
36.792389,-92.446319,1985-01Win,http://www.bfro.net/GDB/show_report.asp?id=5085
39.871016,-87.232132,1985-02-??,http://www.bfro.net/GDB/show_report.asp?id=1790
38.789291,-82.928885,1985-06-??,http://www.bfro.net/GDB/show_report.asp?id=5229
36.210988,-87.280610,1985-06-??,http://www.bfro.net/GDB/show_report.asp?id=6478
43.532724,-70.912980,1985-07-??,http://www.bfro.net/GDB/show_report.asp?id=1190
31.396093,-92.342976,1985-07-01,http://www.bfro.net/GDB/show_report.asp?id=5609
47.794647,-117.566501,1985-07Sum,http://www.bfro.net/GDB/show_report.asp?id=10354
34.360819,-79.682280,1985-07Sum,http://www.bfro.net/GDB/show_report.asp?id=2549
34.645901,-84.124803,1985-07Sum,http://www.bfro.net/GDB/show_report.asp?id=2393
45.649395,-123.322687,1985-07Sum,http://www.bfro.net/GDB/show_report.asp?id=191
40.621948,-123.438634,1985-08-??,http://www.bfro.net/GDB/show_report.asp?id=2490
44.750919,-107.524304,1985-09-??,http://www.bfro.net/GDB/show_report.asp?id=1244
40.871887,-91.161779,1985-09-26,http://www.bfro.net/GDB/show_report.asp?id=4099
47.318078,-91.291676,1985-10-??,http://www.bfro.net/GDB/show_report.asp?id=4777
35.442817,-87.635519,1985-10-15,http://www.bfro.net/GDB/show_report.asp?id=81
44.994035,-115.523240,1985-10-25,http://www.bfro.net/GDB/show_report.asp?id=8251
29.800200,-82.432615,1985-10Aut,http://www.bfro.net/GDB/show_report.asp?id=2566
43.421617,-75.880293,1985-12-??,http://www.bfro.net/GDB/show_report.asp?id=3614
45.581589,-118.604876,1985-12-??,http://www.bfro.net/GDB/show_report.asp?id=10095
41.662731,-74.396691,1985-12-21,http://www.bfro.net/GDB/show_report.asp?id=8064
30.009949,-81.697944,1986-??-??,http://www.bfro.net/GDB/show_report.asp?id=606
39.502888,-84.445805,1986-04Spr,http://www.bfro.net/GDB/show_report.asp?id=6804
36.423283,-94.761280,1986-06-??,http://www.bfro.net/GDB/show_report.asp?id=1542
49.417534,-123.502306,1986-06-15,http://www.bfro.net/GDB/show_report.asp?id=2422
38.419275,-122.636564,1986-07-??,http://www.bfro.net/GDB/show_report.asp?id=8598
35.440264,-91.443642,1986-07-15,http://www.bfro.net/GDB/show_report.asp?id=9753
38.810760,-120.119403,1986-07Sum,http://www.bfro.net/GDB/show_report.asp?id=2121
45.404091,-121.572755,1986-08-??,http://www.bfro.net/GDB/show_report.asp?id=670
41.770449,-110.657167,1986-08-20,http://www.bfro.net/GDB/show_report.asp?id=1069
48.155136,-80.006576,1986-09-??,http://www.bfro.net/GDB/show_report.asp?id=1561
35.778093,-82.455915,1986-09-??,http://www.bfro.net/GDB/show_report.asp?id=9218
28.006339,-81.852487,1986-09-??,http://www.bfro.net/GDB/show_report.asp?id=3918
40.945745,-122.584492,1986-09-01,http://www.bfro.net/GDB/show_report.asp?id=2855
35.008621,-81.321567,1986-09-15,http://www.bfro.net/GDB/show_report.asp?id=977
35.167606,-94.076018,1986-09-27,http://www.bfro.net/GDB/show_report.asp?id=11252
42.268138,-76.003805,1986-10-??,http://www.bfro.net/GDB/show_report.asp?id=1406
38.748790,-82.978043,1986-10-??,http://www.bfro.net/GDB/show_report.asp?id=6062
38.764400,-105.170762,1986-10-??,http://www.bfro.net/GDB/show_report.asp?id=1375
31.454311,-100.506717,1986-10-??,http://www.bfro.net/GDB/show_report.asp?id=7836
35.169468,-84.393512,1986-10-??,http://www.bfro.net/GDB/show_report.asp?id=10771
33.591299,-86.489153,1986-10-??,http://www.bfro.net/GDB/show_report.asp?id=8679
31.159887,-82.099364,1986-10-11,http://www.bfro.net/GDB/show_report.asp?id=10874
44.299450,-70.222110,1986-10-15,http://www.bfro.net/GDB/show_report.asp?id=859
41.390562,-80.501502,1986-10Aut,http://www.bfro.net/GDB/show_report.asp?id=3647
42.138147,-77.206257,1986-11-??,http://www.bfro.net/GDB/show_report.asp?id=2630
33.332863,-94.296899,1986-11-??,http://www.bfro.net/GDB/show_report.asp?id=8039
47.392659,-122.216968,1986-12-25,http://www.bfro.net/GDB/show_report.asp?id=7483
39.647255,-106.930136,1987-??-??,http://www.bfro.net/GDB/show_report.asp?id=1358
35.291820,-84.579009,1987-??-??,http://www.bfro.net/GDB/show_report.asp?id=6421
32.515004,-94.907485,1987-01Win,http://www.bfro.net/GDB/show_report.asp?id=9038
40.740309,-84.062608,1987-03-??,http://www.bfro.net/GDB/show_report.asp?id=3351
48.303537,-120.067372,1987-03-??,http://www.bfro.net/GDB/show_report.asp?id=10974
47.926140,-121.916061,1987-03-12,http://www.bfro.net/GDB/show_report.asp?id=8597
59.458694,-123.211755,1987-04-13,http://www.bfro.net/GDB/show_report.asp?id=10001
39.358349,-120.175002,1987-04-2?,http://www.bfro.net/GDB/show_article.asp?id=246
41.489182,-106.284362,1987-06-??,http://www.bfro.net/GDB/show_report.asp?id=5875
38.335075,-80.600872,1987-07-??,http://www.bfro.net/GDB/show_report.asp?id=1774
39.092789,-79.446222,1987-07-04,,
34.476777,-78.199087,1987-07-1?,http://www.bfro.net/GDB/show_report.asp?id=3334
35.949669,-86.379451,1987-07Sum,http://www.bfro.net/GDB/show_report.asp?id=6449
40.575374,-80.861246,1987-08-07,http://www.bfro.net/GDB/show_report.asp?id=5778
41.519533,-86.553272,1987-10-??,http://www.bfro.net/GDB/show_report.asp?id=2076
41.277743,-82.245103,1987-10-1?,http://www.bfro.net/GDB/show_report.asp?id=4957
38.389056,-105.113225,1987-10-26,http://www.bfro.net/GDB/show_report.asp?id=3185
39.178255,-82.381794,1987-10Aut,http://www.bfro.net/GDB/show_report.asp?id=8017
32.706642,-94.157570,1987-10Aut,http://www.bfro.net/GDB/show_report.asp?id=8067
40.338868,-79.722893,1987-11-??,http://www.bfro.net/GDB/show_article.asp?id=265
32.749386,-93.933632,1987-11-??,http://www.bfro.net/GDB/show_report.asp?id=1313
33.688889,-94.957927,1987-11-??,http://www.bfro.net/GDB/show_report.asp?id=4142
43.379581,-71.717358,1987-11-13,http://www.bfro.net/GDB/show_article.asp?id=46
41.047454,-81.543428,1988-??-??,http://www.bfro.net/GDB/show_article.asp?id=255
45.136042,-93.160104,1988-01-??,http://www.bfro.net/GDB/show_report.asp?id=7300
36.120912,-90.511492,1988-01-??,http://www.bfro.net/GDB/show_report.asp?id=2774
40.278025,-80.783056,1988-01Win,http://www.bfro.net/GDB/show_report.asp?id=4952
32.009954,-94.165629,1988-04-15,http://www.bfro.net/GDB/show_report.asp?id=10157
35.868044,-118.009408,1988-05-3?,http://www.bfro.net/GDB/show_report.asp?id=2794
40.630692,-81.363449,1988-06-??,http://www.bfro.net/GDB/show_report.asp?id=4980
37.111645,-93.268729,1988-06-??,http://www.bfro.net/GDB/show_report.asp?id=2036
34.191020,-80.283483,1988-06-22,http://www.bfro.net/GDB/show_article.asp?id=25
47.790012,-122.629144,1988-06-25,http://www.bfro.net/GDB/show_report.asp?id=1393
42.684621,-73.529266,1988-07-??,http://www.bfro.net/GDB/show_report.asp?id=5685
32.817251,-98.325846,1988-07-??,http://www.bfro.net/GDB/show_report.asp?id=8861
47.994547,-122.023469,1988-07-??,http://www.bfro.net/GDB/show_report.asp?id=1673
35.093336,-94.394388,1988-07-09,http://www.bfro.net/GDB/show_report.asp?id=8527
45.721664,-117.332143,1988-08-2?,http://www.bfro.net/GDB/show_report.asp?id=697
56.899567,-116.102515,1988-08-??,http://www.bfro.net/GDB/show_report.asp?id=1401
39.639058,-87.503424,1988-10-??,http://www.bfro.net/GDB/show_report.asp?id=2473
37.531872,-119.318087,1988-10-??,http://www.bfro.net/GDB/show_report.asp?id=83
41.372430,-80.505087,1988-10Aut,http://www.bfro.net/GDB/show_report.asp?id=3647
33.289261,-99.153427,1988-10Aut,http://www.bfro.net/GDB/show_report.asp?id=4158
42.558804,-122.968615,1988-10Aut,http://www.bfro.net/GDB/show_report.asp?id=674
46.058121,-112.548724,1988-12-??,http://www.bfro.net/GDB/show_report.asp?id=1757
37.835348,-92.194309,1989-01Win,http://www.bfro.net/GDB/show_report.asp?id=1138
43.214169,-121.779426,1989-03-??,http://www.bfro.net/GDB/show_report.asp?id=683
42.114887,-85.352713,1989-04Spr,http://www.bfro.net/GDB/show_report.asp?id=2897
28.864110,-80.900434,1989-04Spr,http://www.bfro.net/GDB/show_report.asp?id=746
46.190021,-110.466407,1989-05-??,http://www.bfro.net/GDB/show_report.asp?id=1693
41.644621,-122.139062,1989-05-26,http://www.bfro.net/GDB/show_report.asp?id=174
45.863972,-122.430525,1989-06-??,http://www.bfro.net/GDB/show_report.asp?id=933
36.013591,-86.494401,1989-07-??,http://www.bfro.net/GDB/show_report.asp?id=10783
42.335472,-73.222985,1989-07-2?,http://www.bfro.net/GDB/show_report.asp?id=1199
38.617458,-122.422714,1989-07Sum,http://www.bfro.net/GDB/show_report.asp?id=2210
40.170090,-83.037978,1989-08-??,http://www.bfro.net/GDB/show_report.asp?id=878
40.748489,-81.150249,1989-08-??,http://www.bfro.net/GDB/show_report.asp?id=8406
36.437101,-87.468223,1989-08-??,http://www.bfro.net/GDB/show_report.asp?id=6443
41.088395,-107.060980,1989-09-??,http://www.bfro.net/GDB/show_report.asp?id=902
28.292032,-80.919969,1989-09-15,http://www.bfro.net/GDB/show_report.asp?id=591
38.687410,-89.089122,1989-10-??,http://www.bfro.net/GDB/show_report.asp?id=10910
34.919014,-88.891723,1989-10-??,http://www.bfro.net/GDB/show_report.asp?id=7326
37.351756,-88.733187,1989-10-15,http://www.bfro.net/GDB/show_report.asp?id=3474
42.155399,-79.947986,1989-10Aut,http://www.bfro.net/GDB/show_report.asp?id=3634
39.941654,-83.641515,1989-11-2?,http://www.bfro.net/GDB/show_report.asp?id=1018
32.622185,-94.203925,1989-12-??,http://www.bfro.net/GDB/show_report.asp?id=8107
46.762544,-122.149094,199?-01-??,http://www.bfro.net/GDB/show_report.asp?id=3400
42.944698,-112.384740,1990-??-??-1,http://www.bfro.net/GDB/show_article.asp?id=196
30.883362,-85.238488,1990-??-??,http://www.bfro.net/GDB/show_report.asp?id=724
40.480199,-120.918215,1990-??-??,http://www.bfro.net/GDB/show_report.asp?id=2191
30.078335,-94.867205,1990-??-??,http://www.bfro.net/GDB/show_report.asp?id=9036
43.653813,-73.528392,1990-04-??,http://www.bfro.net/GDB/show_report.asp?id=2405
36.819220,-88.411982,1990-04Spr,http://www.bfro.net/GDB/show_report.asp?id=317
46.006193,-121.564910,1990-04Spr,http://www.bfro.net/GDB/show_report.asp?id=9665
33.485019,-97.016714,1990-05-??,http://www.bfro.net/GDB/show_report.asp?id=2394
51.971641,-116.720764,1990-05-??,http://www.bfro.net/GDB/show_report.asp?id=1481
47.191257,-121.770105,1990-06-18,http://www.bfro.net/GDB/show_report.asp?id=4859
35.850427,-112.133221,1990-07-??,http://www.bfro.net/GDB/show_report.asp?id=11514
33.253040,-95.867142,1990-07Sum,http://www.bfro.net/GDB/show_report.asp?id=638
39.392338,-81.600201,1990-07Sum,http://www.bfro.net/GDB/show_report.asp?id=7085
40.743506,-122.202720,1990-07Sum,http://www.bfro.net/GDB/show_report.asp?id=11496
40.576887,-105.341845,1990-08-10,http://www.bfro.net/GDB/show_report.asp?id=1367
36.025200,-89.387747,1990-08-31,http://www.bfro.net/GDB/show_report.asp?id=8060
48.092903,-121.952714,1990-09-??,http://www.bfro.net/GDB/show_article.asp?id=37
44.407940,-83.446896,1990-10-??,
39.251350,-86.407739,1990-10-??,http://www.bfro.net/GDB/show_report.asp?id=354
44.821129,-116.400559,1990-10-??,http://www.bfro.net/GDB/show_report.asp?id=4987
37.272062,-91.983024,1990-10-??,http://www.bfro.net/GDB/show_report.asp?id=5064
44.650497,-84.332910,1990-10-??,http://www.bfro.net/GDB/show_article.asp?id=12
43.582420,-84.664571,1990-10-20,http://www.bfro.net/GDB/show_report.asp?id=4325
33.969941,-87.466686,1990-10Aut,http://www.bfro.net/GDB/show_report.asp?id=1022
60.794907,-146.055341,1990-10Aut+,http://www.bfro.net/GDB/show_report.asp?id=1261
38.625183,-106.654127,1990-11-??,http://www.bfro.net/GDB/show_report.asp?id=6782
34.020710,-86.652541,1991-??-??,http://www.bfro.net/GDB/show_report.asp?id=1830
40.529938,-76.206807,1991-02-??,http://www.bfro.net/GDB/show_report.asp?id=2758
38.574286,-82.649513,1991-02-24,http://www.bfro.net/GDB/show_report.asp?id=10925
38.569736,-82.655551,1991-02-24,http://www.bfro.net/GDB/show_report.asp?id=10925
45.724926,-121.274507,1991-04-??,http://www.bfro.net/GDB/show_report.asp?id=1395
39.373691,-91.019253,1991-04Spr,http://www.bfro.net/GDB/show_report.asp?id=1135
48.662567,-117.393517,1991-05-??,http://www.bfro.net/GDB/show_report.asp?id=1571
29.399414,-82.500160,1991-06-??,http://www.bfro.net/GDB/show_report.asp?id=1407
43.082500,-122.398956,1991-06-??,http://www.bfro.net/GDB/show_report.asp?id=668
47.856274,-122.586316,1991-06-??,http://www.bfro.net/GDB/show_report.asp?id=1390
51.513433,-115.914724,1991-06-??,http://www.bfro.net/GDB/show_report.asp?id=1400
46.320685,-121.979762,1991-06-??,http://www.bfro.net/GDB/show_report.asp?id=8339
46.718159,-122.174685,1991-06-08,http://www.bfro.net/GDB/show_report.asp?id=1600
41.817162,-80.938108,1991-07-??,http://www.bfro.net/GDB/show_report.asp?id=4200
37.055876,-86.987710,1991-07-??,http://www.bfro.net/GDB/show_report.asp?id=2391
45.601845,-118.508055,1991-07-??,http://www.bfro.net/GDB/show_report.asp?id=694
46.305571,-121.544822,1991-07-??,http://www.bfro.net/GDB/show_report.asp?id=889
40.444279,-108.617628,1991-07-02,http://www.bfro.net/GDB/show_report.asp?id=1368
38.223152,-86.078977,1991-07Sum,http://www.bfro.net/GDB/show_report.asp?id=2467
46.256647,-119.252174,1991-07Sum,http://www.bfro.net/GDB/show_report.asp?id=7614
46.629088,-87.773000,1991-08-??,http://www.bfro.net/GDB/show_report.asp?id=2787
38.253644,-92.779488,1991-08-??,http://www.bfro.net/GDB/show_report.asp?id=5552
40.797687,-82.317933,1991-09-??,http://www.bfro.net/GDB/show_report.asp?id=3380
33.367624,-112.093257,1991-09-??,http://www.bfro.net/GDB/show_report.asp?id=573
41.193237,-123.756306,1991-09-01,http://www.bfro.net/GDB/show_report.asp?id=2147
43.525944,-123.310952,1991-10-??,http://www.bfro.net/GDB/show_report.asp?id=9393
38.243709,-122.504807,1991-10Aut,http://www.bfro.net/GDB/show_report.asp?id=3169
47.464371,-92.422298,1991-10Aut,http://www.bfro.net/GDB/show_report.asp?id=1064
44.222460,-84.123738,1991-11-17,http://www.bfro.net/GDB/show_report.asp?id=767
40.710139,-81.236223,1992-??-??Multi,http://www.bfro.net/GDB/show_report.asp?id=5030
40.659285,-81.265921,1992-??-??Multi,http://www.bfro.net/GDB/show_report.asp?id=5030
33.839607,-95.110908,1992-??-??,http://www.bfro.net/GDB/show_report.asp?id=7168
33.765793,-96.666570,1992-??-??,http://www.bfro.net/GDB/show_report.asp?id=8038
39.187546,-85.994773,1992-01Win,http://www.bfro.net/GDB/show_report.asp?id=2457
34.993848,-98.339395,1992-03-??,http://www.bfro.net/GDB/show_report.asp?id=1305
41.424465,-122.230493,1992-04Spr,http://www.bfro.net/GDB/show_report.asp?id=6824
35.871735,-89.383210,1992-05-??,http://www.bfro.net/GDB/show_report.asp?id=6419
45.987225,-118.062245,1992-05-??,http://www.bfro.net/GDB/show_report.asp?id=1065
55.546789,-105.681515,1992-05-20,http://www.bfro.net/GDB/show_report.asp?id=4857
34.352875,-96.085068,1992-06-??,http://www.bfro.net/GDB/show_report.asp?id=742
38.052864,-79.796193,1992-07-??,http://www.bfro.net/GDB/show_report.asp?id=1769
41.314580,-79.105697,1992-07-??,http://www.bfro.net/GDB/show_report.asp?id=4478
40.463076,-124.093607,1992-07-??,http://www.bfro.net/GDB/show_report.asp?id=9283
47.406341,-123.206036,1992-08-??,http://www.bfro.net/GDB/show_report.asp?id=7146
46.438866,-116.848299,1992-08-09,http://www.bfro.net/GDB/show_article.asp?id=197
41.117363,-81.814078,1992-09-??,http://www.bfro.net/GDB/show_report.asp?id=10729
41.525059,-124.038631,1992-09-25,http://www.bfro.net/GDB/show_article.asp?id=90
43.668251,-73.911610,1992-10-??,http://www.bfro.net/GDB/show_report.asp?id=3298
34.887772,-119.194724,1992-10-??,http://www.bfro.net/GDB/show_report.asp?id=264
34.868116,-96.683146,1992-10-??,http://www.bfro.net/GDB/show_report.asp?id=3731
35.870361,-85.973875,1992-10Aut,
62.552032,-150.241507,1992-10Aut,http://www.bfro.net/GDB/show_report.asp?id=1260
45.334182,-88.163608,1992-11-??,http://www.bfro.net/GDB/show_report.asp?id=2804
38.028279,-82.840124,1992-11-15,http://www.bfro.net/GDB/show_report.asp?id=7023
32.421019,-87.336188,1993-??-??,http://www.bfro.net/GDB/show_article.asp?id=240
36.929469,-88.941134,1993-01-??,http://www.bfro.net/GDB/show_report.asp?id=2363
41.588573,-124.011661,1993-01-??,http://www.bfro.net/GDB/show_report.asp?id=2956
32.722435,-95.633201,1993-01-??,http://www.bfro.net/GDB/show_report.asp?id=8376
40.805326,-80.024135,1993-02-??,http://www.bfro.net/GDB/show_report.asp?id=3551
45.652742,-120.953624,1993-02-??,http://www.bfro.net/GDB/show_report.asp?id=698
45.895557,-122.414661,1993-02-??,http://www.bfro.net/GDB/show_report.asp?id=8375
31.712809,-93.147452,1993-03-??,http://www.bfro.net/GDB/show_report.asp?id=3631
40.931475,-76.441921,1993-04-??,http://www.bfro.net/GDB/show_report.asp?id=3558
45.955982,-123.687792,1993-04-??,http://www.bfro.net/GDB/show_report.asp?id=659
38.875465,-120.150618,1993-04-??,http://www.bfro.net/GDB/show_report.asp?id=1055
40.564871,-79.256580,1993-04-??,http://www.bfro.net/GDB/show_report.asp?id=4117
36.232025,-121.484863,1993-04-??,http://www.bfro.net/GDB/show_report.asp?id=7334
44.761648,-84.312602,1993-04Spr,
45.736084,-76.702544,1993-06-??,http://www.bfro.net/GDB/show_report.asp?id=1291
38.165817,-119.877173,1993-06-??,http://www.bfro.net/GDB/show_report.asp?id=2886
45.194578,-111.143951,1993-06-03,http://www.bfro.net/GDB/show_report.asp?id=1454
38.362370,-78.543156,1993-07-??,http://www.bfro.net/GDB/show_report.asp?id=2283
42.088280,-83.522775,1993-07-??,http://www.bfro.net/GDB/show_report.asp?id=812
37.460976,-82.795230,1993-07-??,
41.297607,-122.284330,1993-07-04,
41.229715,-122.380025,1993-07-04,http://www.bfro.net/GDB/show_report.asp?id=2842
33.454056,-80.142429,1993-07-07,http://www.bfro.net/GDB/show_report.asp?id=789
41.459656,-123.698050,1993-08-??,http://www.bfro.net/GDB/show_report.asp?id=2954
54.671659,-124.222926,1993-08-??,http://www.bfro.net/GDB/show_report.asp?id=2445
35.051193,-82.106269,1993-08-15,http://www.bfro.net/GDB/show_report.asp?id=417
34.927940,-87.030725,1993-08-20,http://www.bfro.net/GDB/show_report.asp?id=451
44.207783,-74.053802,1993-09-??,http://www.bfro.net/GDB/show_report.asp?id=1522
39.932556,-83.945854,1993-09-??,http://www.bfro.net/GDB/show_report.asp?id=1750
52.458043,-115.723763,1993-09-??,http://www.bfro.net/GDB/show_report.asp?id=5996
46.197767,-123.971144,1993-09-??,http://www.bfro.net/GDB/show_report.asp?id=10097
36.879516,-82.605684,1993-09-??,http://www.bfro.net/GDB/show_report.asp?id=8439
33.786306,-109.123623,1993-09-04,http://www.bfro.net/GDB/show_report.asp?id=7566
34.174347,-116.862361,1993-10-??,http://www.bfro.net/GDB/show_report.asp?id=2247
37.981528,-84.907608,1993-10-??,http://www.bfro.net/GDB/show_report.asp?id=1045
47.276917,-122.884433,1993-10-15,http://www.bfro.net/GDB/show_report.asp?id=1568
32.273712,-86.875710,1993-10Aut,http://www.bfro.net/GDB/show_article.asp?id=240
39.325057,-76.824492,1993-11-??,http://www.bfro.net/GDB/show_report.asp?id=6875
33.012736,-94.353178,1993-11-??,http://www.bfro.net/GDB/show_report.asp?id=11389
34.282494,-84.568859,1993-11-03,http://www.bfro.net/GDB/show_report.asp?id=1864
26.224279,-80.894829,1993-11-20,http://www.bfro.net/GDB/show_report.asp?id=720
41.945972,-75.328228,1993-12-??,http://www.bfro.net/GDB/show_report.asp?id=1005
30.031815,-94.844859,1993-12-??,http://www.bfro.net/GDB/show_report.asp?id=10272
47.010498,-80.038381,1994-??-??,http://www.bfro.net/GDB/show_report.asp?id=1292
44.835205,-121.179404,1994-??-??,http://www.bfro.net/GDB/show_report.asp?id=9785
39.757805,-81.090949,1994-02-??,http://www.bfro.net/GDB/show_report.asp?id=4961
39.874535,-120.748494,1994-02-13,http://www.bfro.net/GDB/show_report.asp?id=2226
41.983438,-80.293427,1994-04-??,http://www.bfro.net/GDB/show_report.asp?id=3866
47.899532,-121.714722,1994-04-??,http://www.bfro.net/GDB/show_report.asp?id=7229
29.983749,-81.812113,1994-04-??,http://www.bfro.net/GDB/show_report.asp?id=8316
30.985909,-87.180173,1994-04-??,http://www.bfro.net/GDB/show_report.asp?id=5801
44.215915,-121.475399,1994-04-??,http://www.bfro.net/GDB/show_report.asp?id=7263
37.591095,-105.486110,1994-04Spr,http://www.bfro.net/GDB/show_report.asp?id=4614
36.395302,-93.981224,1994-04Spr,http://www.bfro.net/GDB/show_report.asp?id=7045
30.455260,-81.417611,1994-04Spr,http://www.bfro.net/GDB/show_report.asp?id=8514
37.303391,-106.488628,1994-06-??,http://www.bfro.net/GDB/show_report.asp?id=1351
39.225698,-106.210382,1994-06-??,http://www.bfro.net/GDB/show_report.asp?id=2667
45.169773,-101.252956,1994-06-11,http://www.bfro.net/GDB/show_article.asp?id=33
44.509735,-121.630399,1994-06-15,http://www.bfro.net/GDB/show_report.asp?id=676
43.974463,-110.643772,1994-06-20,http://www.bfro.net/GDB/show_report.asp?id=1411
46.842141,-112.722518,1994-07-??,http://www.bfro.net/GDB/show_report.asp?id=5627
40.826483,-110.763071,1994-07-15,http://www.bfro.net/GDB/show_report.asp?id=1951
48.865299,-95.243938,1994-07Sum,http://www.bfro.net/GDB/show_report.asp?id=1060
